facility_name,facility_address,latitude,longitude,county,cafo_population,cafo_subtype,type,milking,other,total,enteric_methane,manure_methane,total_methane,project_id_number,sub_program_name,project_life_years,date_operational,annual_project_ghg_reductions,adjusted_manure_methane,adjusted_total_methane,labeltext,mitigation
F & S Brasil Dairy,"26230 South Union Road, Manteca, CA 95337",37.83331,-121.23615,San Joaquin,1560,Mature dairy cattle,Dairy,1560,1706,3266,324.464,104.81200000000001,429,18-0465-000-AM,Alternative Manure Management Program,5,2019-04-02,68.456,36.35600000000001,361,<b>Name: </b>F & S Brasil Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>361 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
De Boer Dairy,"14976 Avenue 168, Tulare, CA 93274",36.09365,-119.23899,Tulare,3521,Mature dairy cattle,Dairy,3521,3851,7372,732.3620000000001,247.13,979,19-0829-000-SO,Dairy Digester Research and Development Program,10,2021-11-30,766.5880000000001,0,732,<b>Name: </b>De Boer Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>732 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Sierra View Dairy,"13376 Avenue 224, Tulare, CA 93274",36.19831,-119.27399,Tulare,2339,Mature dairy cattle,Dairy,2339,2558,4897,486.49399999999997,157.151,644,17-0653-000-AM,Alternative Manure Management Program,5,2019-12-31,280.408,0,486,<b>Name: </b>Sierra View Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>486 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Vista Verde Dairy,"8923 Bliss Road, Chowchilla, CA 93610",37.15826,-120.38772,Merced,3310,Mature dairy cattle,Dairy,3310,3620,6930,688.46,222.39000000000001,911,18-0384-000-DD,Dairy Digester Research and Development Program,10,2020-03-01,562.612,0,688,<b>Name: </b>Vista Verde Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>688 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Rock—Shar Dairy,"3025 East Sandy Mush Road, Merced, CA 95340",37.18583,-120.54397,Merced,2980,Mature dairy cattle,Dairy,2980,3259,6239,619.816,200.218,820,18-0383-000-DD,Dairy Digester Research and Development Program,10,2020-02-01,498.656,0,620,<b>Name: </b>Rock—Shar Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>620 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Red Rock Dairy,"5020 South Hwy 59, Merced, CA 95340",37.3616,-120.50333,Merced,3026,Mature dairy cattle,Dairy,3026,3309,6335,629.364,197.256,827,18-0382-000-DD,Dairy Digester Research and Development Program,10,2020-01-01,624.9680000000001,0,629,<b>Name: </b>Red Rock Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>629 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Elkhorn Dairy,"10400 Avenue 368, Visalia, CA 93291",36.463486,-119.345172,Tulare,3877,Mature dairy cattle,Dairy,3877,4240,8117,806.386,260.485,1067,19-0832-000-SO,Dairy Digester Research and Development Program,10,2021-11-30,847.76,0,806,<b>Name: </b>Elkhorn Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>806 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Cloverdale Dairy,"19142 10 1/2 Avenue, Hanford, CA 93230",36.1896,-119.65046,Kings,5805,Mature dairy cattle,Dairy,5805,6348,12153,1207.362,390.021,1597,17-0492-000-DD,Dairy Digester Research and Development Program,10,2020-03-31,1443.404,0,1207,"<b>Name: </b>Cloverdale Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,207 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project",Dairy digester
T & M Borba Dairy,"6275 Mitchell Road, Hilmar, CA 95324",37.37565,-120.94139,Merced,1725,Mature dairy cattle,Dairy,1725,1886,3611,358.754,115.897,475,18-0455-000-AM,Alternative Manure Management Program,5,2019-04-30,84.488,31.409000000000006,390,<b>Name: </b>T & M Borba Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>390 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
De Snayer Dairy,"23243 North Rond Road, Lodi, CA 95242",38.1964,-121.41033,San Joaquin,1880,Mature dairy cattle,Dairy,1880,2056,3936,391.024,122.55199999999999,514,17-0655-000-AM,Alternative Manure Management Program,5,2019-09-30,291.952,0,391,<b>Name: </b>De Snayer Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>391 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
"Den—K Holsteins, Inc.","13235 South Baker Road, Los Banos, CA 93635",37.09008,-120.77388,Merced,384,Mature dairy cattle,Dairy,384,420,804,79.872,25.8,106,18-0480-000-AM,Alternative Manure Management Program,5,2019-10-31,44.111999999999995,0,80,"<b>Name: </b>Den—K Holsteins, Inc.</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>80 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project",Manure management
Cal—Denier Dairy LLC,"10715 Arno Road, Galt, CA 95632",38.336295,-121.28619,Sacramento,950,Mature dairy cattle,Dairy,950,1039,1989,197.596,63.828,261,17-0667-000-AM,Alternative Manure Management Program,5,2019-07-31,16.904,46.92400000000001,245,<b>Name: </b>Cal—Denier Dairy LLC</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>245 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Deniz Dairy,"420 Sonoma Mountain Rd., Petaluma, CA 94954",38.28871,-122.61462,Sonoma,240,Mature dairy cattle,Dairy,240,262,502,49.888,13.462,63,18-0461-000-AM,Alternative Manure Management Program,5,2019-12-31,5.912000000000001,7.549999999999999,57,<b>Name: </b>Deniz Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>57 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
De Wit Dairy,"6610 East Collier Road, Acampo, CA 95220",38.21635,-121.23818,San Joaquin,1520,Mature dairy cattle,Dairy,1520,1662,3182,316.128,102.124,418,18-0469-000-AM,Alternative Manure Management Program,5,2019-05-31,92.04799999999999,10.076000000000008,326,<b>Name: </b>De Wit Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>326 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Diamond Point Dairy,"1312 Pleasant Point Road, Ferndale, CA 95536",40.58441,-124.188603,Humboldt,357,Mature dairy cattle,Dairy,357,390,747,74.226,17.526,92,19-0902-000-SO,Alternative Manure Management Program,5,2021-12-31,10.144,7.382,82,<b>Name: </b>Diamond Point Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>82 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Dias Family Dairy,"21330 West Second Avenue, Stevinson, CA 95374",37.33689,-120.87556,Merced,345,Mature dairy cattle,Dairy,345,377,722,71.738,22.489,94,18-0477-000-AM,Alternative Manure Management Program,5,2019-12-31,19.04,3.4490000000000016,75,<b>Name: </b>Dias Family Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>75 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Capstone Dairy,"14303 Avenue 14, Madera, CA 93637",36.956789,-120.287309,Madera,2943,Mature dairy cattle,Dairy,2943,3219,6162,612.15,197.73299999999998,810,20-1052-000-SO,Alternative Manure Management Program,5,2022-02-28,106.12799999999999,91.60499999999999,704,<b>Name: </b>Capstone Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>704 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
South Point Ranch,"13668 Avenue 13, Madera, CA 93637",36.938185,-120.2956489,Madera,6900,Mature dairy cattle,Dairy,6900,7546,14446,1435.144,463.592,1899,19-0846-000-SO,Dairy Digester Research and Development Program,10,2021-11-30,1939.996,0,1435,"<b>Name: </b>South Point Ranch</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,435 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project",Dairy digester
Double B Dairy,"5817 East Worden Avenue, Merced, CA 95340",37.23638,-120.38334,Merced,1380,Mature dairy cattle,Dairy,1380,1509,2889,287.01599999999996,92.718,380,18-0453-000-AM,Alternative Manure Management Program,5,2019-10-31,49.488,43.230000000000004,330,<b>Name: </b>Double B Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>330 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Double D Dairy,"2207 Roberts Road, Ceres, CA 95307",37.52558,-120.95806,Stanislaus,3340,Mature dairy cattle,Dairy,3340,3653,6993,694.712,224.406,919,18-0446-000-DD,Dairy Digester Research and Development Program,10,2020-04-30,759.4,0,695,<b>Name: </b>Double D Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>695 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Dykstra Dairy,"6801 Avenue 176, Tulare, CA 93274",36.10442,-119.41679,Tulare,3900,Mature dairy cattle,Dairy,3900,4265,8165,811.1600000000001,262.03,1073,18-0362-000-DD,Dairy Digester Research and Development Program,10,2020-09-30,1063.744,0,811,<b>Name: </b>Dykstra Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>811 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Carlos Echeverria & Sons Dairy,"20229 Old River Road, Bakersfield, CA 93311",35.174686,-119.115564,Kern,5950,Mature dairy cattle,Dairy,5950,6507,12457,1237.548,453.314,1691,DDD15006,Dairy Digester Research and Development Program,10,2017-06-30,804.8,0,1238,"<b>Name: </b>Carlos Echeverria & Sons Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,238 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project",Dairy digester
Maya Dairy,"18451 Wildwood Road, Buttonwillow, CA 93206",35.48318,-119.44088,Kern,5005,Mature dairy cattle,Dairy,5005,5474,10479,1041.026,351.28799999999995,1392,19-0853-000-SO,Dairy Digester Research and Development Program,10,2021-11-30,1000.36,0,1041,"<b>Name: </b>Maya Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,041 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project",Dairy digester
Newhouse Dairy,"16130 Bear Mountain Boulevard, Bakersfield, CA 93313",35.206332,-119.178517,Kern,3625,Mature dairy cattle,Dairy,3625,3964,7589,753.946,276.178,1030,19-0852-000-SO,Dairy Digester Research and Development Program,10,2021-11-30,684.3919999999999,0,754,<b>Name: </b>Newhouse Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>754 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Decade Dairy,"3313 Avenue 256, Tulare, CA 93274",36.24873793,-119.5014882,Tulare,3072,Mature dairy cattle,Dairy,3072,3360,6432,638.976,206.4,845,18-0349-000-DD,Dairy Digester Research and Development Program,10,2020-01-01,770.232,0,639,<b>Name: </b>Decade Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>639 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Fern Oak Farms Dairy,"17001 Avenue 160, Porterville, CA 93274",36.07797,-119.19364,Tulare,4045,Mature dairy cattle,Dairy,4045,4424,8469,841.346,283.908,1125,19-0824-000-SO,Dairy Digester Research and Development Program,10,2021-11-30,677.48,0,841,<b>Name: </b>Fern Oak Farms Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>841 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Legacy Ranch 2 (Dairy),"8660 Avenue 96, Pixley, CA 93256",35.965216,-119.380183,Tulare,2809,Mature dairy cattle,Dairy,2809,3072,5881,584.25,197.156,781,17-0501-000-DD,Dairy Digester Research and Development Program,10,2019-02-28,828.836,0,584,<b>Name: </b>Legacy Ranch 2 (Dairy)</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>584 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Vierra Dairy Farms #3,"7884 Faith Home Road, Hilmar, CA 95324",37.40304,-120.92265,Merced,333,Mature dairy cattle,Dairy,333,364,697,69.25,22.373,92,18-0473-000-AM,Alternative Manure Management Program,5,2019-05-20,14.96,7.413,77,<b>Name: </b>Vierra Dairy Farms #3</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>77 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Frank N Rocha Dairy LP,"23125 East Lone Tree Road, Escalon, CA 95320",37.827579,-121.027478,San Joaquin,2400,Mature dairy cattle,Dairy,2400,2625,5025,499.2,161.25,660,19-0901-000-SO,Alternative Manure Management Program,5,2021-02-15,82.86399999999999,78.38600000000001,578,<b>Name: </b>Frank N Rocha Dairy LP</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>578 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Thommen Dairy,"53955 West Nees Avenue, Firebaugh, CA 93622",36.83691389,-120.7612756,Fresno,2280,Mature dairy cattle,Dairy,2280,2493,4773,474.192,153.18599999999998,627,18-0479-000-AM,Alternative Manure Management Program,5,2019-05-31,84.36,68.82599999999998,543,<b>Name: </b>Thommen Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>543 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Robert Gioletti & Sons Dairy,"10213 West Main Street, Turlock, CA 95380",37.493028045,-120.9653521422,Stanislaus,3480,Mature dairy cattle,Dairy,3480,3806,7286,723.8240000000001,233.81199999999998,958,17-0664-000-AM,Alternative Manure Management Program,5,2018-09-13,165.04,68.77199999999999,793,<b>Name: </b>Robert Gioletti & Sons Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>793 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project,Manure management
Manuel Godinho Dairy,"12710 South Wilson Road, Los Banos, CA 93635",37.106646,-120.870909,Merced,4700,Mature dairy cattle,Dairy,4700,5140,9840,977.56,315.78,1293,18-0481-000-AM,Alternative Manure Management Program,5,2019-08-31,21.864,293.916,1271,"<b>Name: </b>Manuel Godinho Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,271 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded manure management project",Manure management
Riverview Dairy,"9295 Avenue 88, Pixley, CA 93256",35.94625,-119.36227,Tulare,3582,Mature dairy cattle,Dairy,3582,3917,7499,745.0039999999999,251.41,996,18-0376-000-DD,Dairy Digester Research and Development Program,10,2020-02-01,360.37199999999996,0,745,<b>Name: </b>Riverview Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>745 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Cornerstone Dairy,"8769 Avenue 128, Tipton, CA 93272",36.01983,-119.38121,Tulare,4630,Mature dairy cattle,Dairy,4630,5063,9693,962.972,324.96599999999995,1288,18-0368-000-DD,Dairy Digester Research and Development Program,10,2019-08-01,740.952,0,963,<b>Name: </b>Cornerstone Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>963 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
Little Rock Dairy,"13955 Road 80, Tipton, CA 93272",36.04011,-119.39583,Tulare,1635,Mature dairy cattle,Dairy,1635,1788,3423,340.062,114.756,455,18-0369-000-DD,Dairy Digester Research and Development Program,10,2019-09-01,587.356,0,340,<b>Name: </b>Little Rock Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>340 metric tons<br><br>Emissions adjusted to account for claimed reductions from a state-funded dairy digester project,Dairy digester
