auth_no,name,animal_type,latitude,longitude,digester,total,milking,other,type,enteric_methane,manure_methane,total_methane,labeltext
TXG921626,Outpost 76 II,599 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,33.111388,-95.463055,FALSE,599,0,599,Other,38.336,1.198,40,<b>Name: </b>Outpost 76 II</br><b>Type: </b>Other</br><b>Methane emissions: </b>40 metric tons
TXG921627,Agri Research Center,CATTLE (BEEF) - 3000,35.033611,-101.97055,FALSE,3000,0,3000,Other,192,3,195,<b>Name: </b>Agri Research Center</br><b>Type: </b>Other</br><b>Methane emissions: </b>195 metric tons
TXG921628,Hogg Dairy,7700 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,33.555833,-99.793803,FALSE,7700,4000,3700,Dairy,788.8,303.4,1092,"<b>Name: </b>Hogg Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,092 metric tons"
TXG921629,Hornbuckle Heifer Ranch,3000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,33.009166,-95.499722,FALSE,3000,0,3000,Other,192,6,198,<b>Name: </b>Hornbuckle Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>198 metric tons
TXG921630,Spartan Feeders,CATTLE (BEEF) - 12300,32.999722,-101.53333,FALSE,12300,0,12300,Other,787.2,24.6,812,<b>Name: </b>Spartan Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>812 metric tons
TXG921631,Thousand Hills Farm Legacy Division,990 TOTAL DAIRY CATTLE OF WHICH 990 ARE MILKING DAIRY CATTLE,32.022916,-98.35325,FALSE,990,990,0,Dairy,136.62,73.26,210,<b>Name: </b>Thousand Hills Farm Legacy Division</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>210 metric tons
TXG921632,High Lonesome Dairy,9500 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,34.952591,-102.434426,FALSE,9500,4000,5500,Dairy,904,263,1167,"<b>Name: </b>High Lonesome Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,167 metric tons"
TXG921633,Shiloh Ranch,1800 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,31.859722,-98.501111,FALSE,1800,0,1800,Other,115.2,3.6,119,<b>Name: </b>Shiloh Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>119 metric tons
TXG921635,PX Feeders,CATTLE (BEEF) - 9700,31.511569,-98.266744,FALSE,9700,0,9700,Other,620.8,19.4,640,<b>Name: </b>PX Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>640 metric tons
TXG921636,BF2,CATTLE (BEEF) - 37000,34.483055,-102.73722,FALSE,37000,0,37000,Other,2368,74,2442,"<b>Name: </b>BF2</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,442 metric tons"
TXG921637,Lone Star Organic Dairy,4500 TOTAL DAIRY CATTLE OF WHICH 3000 ARE MILKING DAIRY CATTLE,32.760555,-95.993055,FALSE,4500,3000,1500,Dairy,510,225,735,<b>Name: </b>Lone Star Organic Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>735 metric tons
TXG921638,Peter K And Mary L Letkeman Joint Venture,CATTLE (BEEF) - 3000,33.330106,-102.375557,FALSE,3000,0,3000,Other,192,6,198,<b>Name: </b>Peter K And Mary L Letkeman Joint Venture</br><b>Type: </b>Other</br><b>Methane emissions: </b>198 metric tons
TXG921639,Red Rock Dairy,20000 TOTAL DAIRY CATTLE OF WHICH 8000 ARE MILKING DAIRY CATTLE,34.097222,-102.36805,FALSE,20000,8000,12000,Dairy,1872,616,2488,"<b>Name: </b>Red Rock Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,488 metric tons"
TXG921640,La Babia Cattle Feeders,CATTLE (BEEF) - 25500,28.890277,-100.57,FALSE,25500,0,25500,Other,1632,51,1683,"<b>Name: </b>La Babia Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,683 metric tons"
TXG921641,F Troop Feeders East,CATTLE (BEEF) - 18000,34.989166,-102.23361,FALSE,18000,0,18000,Other,1152,36,1188,"<b>Name: </b>F Troop Feeders East</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,188 metric tons"
TXG921645,Zia Land And Cattle,1300 TOTAL DAIRY CATTLE OF WHICH 1300 ARE MILKING DAIRY CATTLE,31.886111,-98.528888,FALSE,1300,1300,0,Dairy,179.4,96.2,276,<b>Name: </b>Zia Land And Cattle</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>276 metric tons
TXG921646,3 Bar V Cattle,CATTLE (BEEF) - 6000,34.395833,-102.30277,FALSE,6000,0,6000,Other,384,12,396,<b>Name: </b>3 Bar V Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>396 metric tons
TXG921647,Van Der Jagt Feeders,CATTLE (BEEF) - 7500,33.105999,-95.370355,FALSE,7500,0,7500,Other,480,15,495,<b>Name: </b>Van Der Jagt Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>495 metric tons
